filename,path,acad_hits,prac_hits,stream_score,top_acad_terms,top_prac_terms
"United States. Congress. House. Committee on Banking, Finance, and Urban Affairs. Subcommittee on Consumer Credit and Insurance. - Community investment practices of credit unions (Book 1995).pdf","Textbooks/Practitioner/Investments/United States. Congress. House. Committee on Banking, Finance, and Urban Affairs. Subcommittee on Consumer Credit and Insurance. - Community investment practices of credit unions (Book 1995).pdf",1,3,-0.5,this course(1),CEO(3)
United States. Congress. House. Committee on Commerce. Subcommittee on Finance and Hazardous Materials. - The Securities and Exchange Commission Authorization Act of 1997 (Book 1997).pdf,Textbooks/Practitioner/Investments/United States. Congress. House. Committee on Commerce. Subcommittee on Finance and Hazardous Materials. - The Securities and Exchange Commission Authorization Act of 1997 (Book 1997).pdf,3,3,0.0,this course(3),"broker(2), Wall Street(1)"
United States. Congress. House. Committee on Commerce. Subcommittee on Telecommunications and Finance. - Capital Markets Deregulation and Liberalization Act of 1995 (Book 1996).pdf,Textbooks/Practitioner/Investments/United States. Congress. House. Committee on Commerce. Subcommittee on Telecommunications and Finance. - Capital Markets Deregulation and Liberalization Act of 1995 (Book 1996).pdf,1,3,-0.5,et al.(1),"broker(2), how to(1)"
United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Telecommunications and Finance. - Unlisted trading privileges (Book 1994).pdf,Textbooks/Practitioner/Investments/United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Telecommunications and Finance. - Unlisted trading privileges (Book 1994).pdf,0,1,-1.0,,guide(1)
United States. Congress. Joint Economic Committee.; United States. Congress. Joint Economic Committee - Targeted pension fund investment for economic growth and development (Book 1994).pdf,Textbooks/Practitioner/Investments/United States. Congress. Joint Economic Committee.; United States. Congress. Joint Economic Committee - Targeted pension fund investment for economic growth and development (Book 1994).pdf,0,7,-1.0,,"retirement(5), due diligence(1), client(1)"
United States. Congress. Senate. Committee on Banking and Currency - Regulation of the stock exchange (Book 1914).pdf,Textbooks/Practitioner/Investments/United States. Congress. Senate. Committee on Banking and Currency - Regulation of the stock exchange (Book 1914).pdf,0,0,0.0,,
"United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. - Encouraging small business lending and investment (Book 1993).pdf","Textbooks/Practitioner/Investments/United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. - Encouraging small business lending and investment (Book 1993).pdf",0,1,-1.0,,practical(1)
"United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. - Nominations of, Bruce A. Morrison, J. Timothy O'Neill, and James Clifford Hudson (Book 1995).pdf","Textbooks/Practitioner/Investments/United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. - Nominations of, Bruce A. Morrison, J. Timothy O'Neill, and James Clifford Hudson (Book 1995).pdf",0,0,0.0,,
"United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. Subcommittee on Securities. - Limited Partnership Rollup Reform Act of 1993, S. 424 (Book 1993).pdf","Textbooks/Practitioner/Investments/United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. Subcommittee on Securities. - Limited Partnership Rollup Reform Act of 1993, S. 424 (Book 1993).pdf",0,0,0.0,,
"United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. Subcommittee on Securities. - The Insider Trading Sanctions Act of 1983 (Book 1984).pdf","Textbooks/Practitioner/Investments/United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. Subcommittee on Securities. - The Insider Trading Sanctions Act of 1983 (Book 1984).pdf",1,36,-0.9459,proof(1),"insider(30), trader(5), Wall Street(1)"
"United States. Department of Agriculture. Office of the Secretary - Grain futures act, 1922 (Book 1923).pdf","Textbooks/Practitioner/Investments/United States. Department of Agriculture. Office of the Secretary - Grain futures act, 1922 (Book 1923).pdf",0,0,0.0,,
"United States. Dept. of the Treasury. - Information respecting U.S. bonds, paper currency, coin, production of precious (Book 1900).pdf","Textbooks/Practitioner/Investments/United States. Dept. of the Treasury. - Information respecting U.S. bonds, paper currency, coin, production of precious (Book 1900).pdf",0,0,0.0,,
United States. Dept. of the Treasury. - Report to congress on Japanese capital markets and global finance (Book 1995).pdf,Textbooks/Practitioner/Investments/United States. Dept. of the Treasury. - Report to congress on Japanese capital markets and global finance (Book 1995).pdf,0,0,0.0,,
"United States. Dept. of the Treasury. - Table showing the accrued interest on a $1,000 United States bond for each day (Book 1915).pdf","Textbooks/Practitioner/Investments/United States. Dept. of the Treasury. - Table showing the accrued interest on a $1,000 United States bond for each day (Book 1915).pdf",0,0,0.0,,
United States. Dept. of the Treasury. Office of the Secretary. - Letter from the Secretary of the Treasury to the President of the United States (Book 1924).pdf,Textbooks/Practitioner/Investments/United States. Dept. of the Treasury. Office of the Secretary. - Letter from the Secretary of the Treasury to the President of the United States (Book 1924).pdf,0,0,0.0,,
United States. Presidential Task Force on Market Mechanisms. - Report of the Presidential Task Force on Market Mechanisms (Book 1988).pdf,Textbooks/Practitioner/Investments/United States. Presidential Task Force on Market Mechanisms. - Report of the Presidential Task Force on Market Mechanisms (Book 1988).pdf,0,0,0.0,,
United States. Securities and Exchange Commission. - Investment trusts and investment companies (Book 1939).pdf,Textbooks/Practitioner/Investments/United States. Securities and Exchange Commission. - Investment trusts and investment companies (Book 1939).pdf,1,0,1.0,this course(1),
"United States. Supreme Court. - Bucket-shop decision rendered May 8, 1905 (Book 1905).pdf","Textbooks/Practitioner/Investments/United States. Supreme Court. - Bucket-shop decision rendered May 8, 1905 (Book 1905).pdf",3,0,1.0,"proposition(1), proof(1), et al.(1)",
United States. Working Group on Financial Markets - Interim report of the Working Group on Financial Markets (Book 1988).pdf,Textbooks/Practitioner/Investments/United States. Working Group on Financial Markets - Interim report of the Working Group on Financial Markets (Book 1988).pdf,0,0,0.0,,
Uriel H. Crocker - The cause of hard times (Book 1895).pdf,Textbooks/Practitioner/Investments/Uriel H. Crocker - The cause of hard times (Book 1895).pdf,0,1,-1.0,,practical(1)
Valentine - Popular Investment for All Classes (Book 1877).pdf,Textbooks/Practitioner/Investments/Valentine - Popular Investment for All Classes (Book 1877).pdf,0,0,0.0,,
"Valentine, Mennis - Quantitative Techniques for Financial Analysis (Book 1980).pdf","Textbooks/Practitioner/Investments/Valentine, Mennis - Quantitative Techniques for Financial Analysis (Book 1980).pdf",4,2,0.3333,"regression(2), this course(1), curriculum(1)","practical(1), client(1)"
Van Antwerp - The Stock Exchange from Within (Book 1918).pdf,Textbooks/Practitioner/Investments/Van Antwerp - The Stock Exchange from Within (Book 1918).pdf,0,1,-1.0,,your money(1)
Van Horne - The Function and Analysis of Capital Market Rates (Book 1970).pdf,Textbooks/Practitioner/Investments/Van Horne - The Function and Analysis of Capital Market Rates (Book 1970).pdf,3,2,0.2,"equilibrium(1), optimal(1), textbook(1)","real-world(1), straightforward(1)"
van Oss - American Railroads as Investments (Book 1893).pdf,Textbooks/Practitioner/Investments/van Oss - American Railroads as Investments (Book 1893).pdf,0,1,-1.0,,handbook(1)
Van Oss - American Railroads as Investments (Book 1900).pdf,Textbooks/Practitioner/Investments/Van Oss - American Railroads as Investments (Book 1900).pdf,0,1,-1.0,,handbook(1)
Van Riper - Practical Hints for Investors (Book 1926).pdf,Textbooks/Practitioner/Investments/Van Riper - Practical Hints for Investors (Book 1926).pdf,1,5,-0.6667,this course(1),"practical(3), how to(2)"
"Van Strum, Kenneth - Forecasting Stock Market Trends (Book 1927).pdf","Textbooks/Practitioner/Investments/Van Strum, Kenneth - Forecasting Stock Market Trends (Book 1927).pdf",0,1,-1.0,,the reader will(1)
"Van Strum, Kenneth - How to Make and Keep Stock Market Profits (Book 1930).pdf","Textbooks/Practitioner/Investments/Van Strum, Kenneth - How to Make and Keep Stock Market Profits (Book 1930).pdf",0,1,-1.0,,how to(1)
W. G. Cordingley - Cordingley's dictionary of stock exchange terms (Book 1901).pdf,Textbooks/Practitioner/Investments/W. G. Cordingley - Cordingley's dictionary of stock exchange terms (Book 1901).pdf,0,7,-1.0,,"guide(5), practical(1), broker(1)"
Warren F. Hickernell - Forces which make prices (Book 1921).pdf,Textbooks/Practitioner/Investments/Warren F. Hickernell - Forces which make prices (Book 1921).pdf,0,7,-1.0,,"Wall Street(2), broker(2), trader(2), guide(1)"
Weld - The Technique of Speculative Investment (Book 1938).pdf,Textbooks/Practitioner/Investments/Weld - The Technique of Speculative Investment (Book 1938).pdf,0,0,0.0,,
Whitley - Law of Bills Notes and Checks (Book 1917).pdf,Textbooks/Practitioner/Investments/Whitley - Law of Bills Notes and Checks (Book 1917).pdf,0,0,0.0,,
Whitten - Valuation of Public Service Corporations (Book 1912).pdf,Textbooks/Practitioner/Investments/Whitten - Valuation of Public Service Corporations (Book 1912).pdf,0,0,0.0,,
William Elmer Harmon - Capital and labor unified (Book 1911).pdf,Textbooks/Practitioner/Investments/William Elmer Harmon - Capital and labor unified (Book 1911).pdf,1,0,1.0,equilibrium(1),
"William Hoyle - Wealth and social progress in relation to thrift, temperance and trade (Book 1887).pdf","Textbooks/Practitioner/Investments/William Hoyle - Wealth and social progress in relation to thrift, temperance and trade (Book 1887).pdf",0,0,0.0,,
"William John Greenwood - American and foreign stock exchange practice, stock and bond trading, and the (Book 1921).pdf","Textbooks/Practitioner/Investments/William John Greenwood - American and foreign stock exchange practice, stock and bond trading, and the (Book 1921).pdf",0,7,-1.0,,"practical(5), broker(1), trader(1)"
William John Greenwood - Foreign stock exchange practice and company laws of all the chief countries of (Book 1911).pdf,Textbooks/Practitioner/Investments/William John Greenwood - Foreign stock exchange practice and company laws of all the chief countries of (Book 1911).pdf,0,5,-1.0,,"broker(2), how to(1), practical(1), client(1)"
William Lee Raymond - American And Foreign Investment Bonds (Book 1916).pdf,Textbooks/Practitioner/Investments/William Lee Raymond - American And Foreign Investment Bonds (Book 1916).pdf,0,1,-1.0,,board of directors(1)
William M. Grosvenor - American securities (Book 1885).pdf,Textbooks/Practitioner/Investments/William M. Grosvenor - American securities (Book 1885).pdf,3,0,1.0,this course(3),
William Parker - The Paris Bourse and French finance (Book 1919).pdf,Textbooks/Practitioner/Investments/William Parker - The Paris Bourse and French finance (Book 1919).pdf,0,0,0.0,,
Williams - Investment Trusts in America (Book 1928).pdf,Textbooks/Practitioner/Investments/Williams - Investment Trusts in America (Book 1928).pdf,0,0,0.0,,
Williston - Lectures on Commercial Law and Negotiable Instruments (Book 1913).pdf,Textbooks/Practitioner/Investments/Williston - Lectures on Commercial Law and Negotiable Instruments (Book 1913).pdf,3,2,0.2,"this course(2), proposition(1)",practical(2)
Williston - Negotiable Instruments (Book 1915).pdf,Textbooks/Practitioner/Investments/Williston - Negotiable Instruments (Book 1915).pdf,3,2,0.2,"this course(2), proposition(1)",practical(2)
Wilmot - Inside the Over the Counter Market (Book 1985).pdf,Textbooks/Practitioner/Investments/Wilmot - Inside the Over the Counter Market (Book 1985).pdf,0,2,-1.0,,"guide(1), a guide for(1)"
Wilson - Capital and Investment (Book 1909).pdf,Textbooks/Practitioner/Investments/Wilson - Capital and Investment (Book 1909).pdf,1,0,1.0,p-value(1),
Wilson - Corporate Bonds Structures Analysis (Book 1996).pdf,Textbooks/Practitioner/Investments/Wilson - Corporate Bonds Structures Analysis (Book 1996).pdf,0,6,-1.0,,"board of directors(3), trader(1), your investment(1), retirement(1)"
Winthrop - Are You a Stockholder (Book 1937).pdf,Textbooks/Practitioner/Investments/Winthrop - Are You a Stockholder (Book 1937).pdf,0,0,0.0,,
"Withers, Hartley - Stocks and shares (Book 1910).pdf","Textbooks/Practitioner/Investments/Withers, Hartley - Stocks and shares (Book 1910).pdf",2,6,-0.5,"proof(1), this course(1)","practical(3), guide(1), readers will(1), client(1)"
"Withers, Hartley - The quicksands of the city and a way through for investors (Book 1930).pdf","Textbooks/Practitioner/Investments/Withers, Hartley - The quicksands of the city and a way through for investors (Book 1930).pdf",0,0,0.0,,
"Wood - The Long-Suffering Shareholder Railroad Directorial Mismanagement, and Governmental Oppression (Book 1889).pdf","Textbooks/Practitioner/Investments/Wood - The Long-Suffering Shareholder Railroad Directorial Mismanagement, and Governmental Oppression (Book 1889).pdf",1,3,-0.5,proof(1),practical(3)
Woodlock - The Anatomy of a Railroad Report (Book 1895).pdf,Textbooks/Practitioner/Investments/Woodlock - The Anatomy of a Railroad Report (Book 1895).pdf,1,0,1.0,t-statistic(1),
"Woodward, Walter H. - Profits in Bank Stocks (Book 1927).pdf","Textbooks/Practitioner/Investments/Woodward, Walter H. - Profits in Bank Stocks (Book 1927).pdf",0,1,-1.0,,practical(1)
"Wyckoff, Richard Demille - How I trade and invest in stocks and bonds (Book 1922).pdf","Textbooks/Practitioner/Investments/Wyckoff, Richard Demille - How I trade and invest in stocks and bonds (Book 1922).pdf",0,0,0.0,,
Yale University. Sheffield Scientific School. - Questions of public policy (Book 1913).pdf,Textbooks/Practitioner/Investments/Yale University. Sheffield Scientific School. - Questions of public policy (Book 1913).pdf,2,0,1.0,"this course(1), university press(1)",
Anti - Takerover Laws - Interim report of the Commission to Review (Book 1988).pdf,Textbooks/Practitioner/M&A/Anti - Takerover Laws - Interim report of the Commission to Review (Book 1988).pdf,3,1,0.5,working paper(3),insider(1)
"Burrough, Helyar - Barbarians at the Gate (Book 1989).pdf","Textbooks/Practitioner/M&A/Burrough, Helyar - Barbarians at the Gate (Book 1989).pdf",0,1,-1.0,,Wall Street(1)
"Burrough, Helyar - Barbarians At the Gate - The Fall of RJR Nabisco (Book 1989).pdf","Textbooks/Practitioner/M&A/Burrough, Helyar - Barbarians At the Gate - The Fall of RJR Nabisco (Book 1989).pdf",0,7,-1.0,,Wall Street(7)
"Clemente, Greenspan - Winning at Mergers and Acquisitions (Book 1998).pdf","Textbooks/Practitioner/M&A/Clemente, Greenspan - Winning at Mergers and Acquisitions (Book 1998).pdf",0,6,-1.0,,"due diligence(3), guide(2), case study(1)"
Commission to Review Massachusetts Anti-Takerover Laws - Interim report of the Commission to Review Massachusetts Anti-Takeover Laws (Book 1988).pdf,Textbooks/Practitioner/M&A/Commission to Review Massachusetts Anti-Takerover Laws - Interim report of the Commission to Review Massachusetts Anti-Takeover Laws (Book 1988).pdf,3,1,0.5,working paper(3),insider(1)
Cooke - Mergers and Acquisitions (Book 1986).pdf,Textbooks/Practitioner/M&A/Cooke - Mergers and Acquisitions (Book 1986).pdf,3,1,0.5,empirical evidence(3),insider(1)
