filename,path,author,title,year,npv_hits,eps_hits,score,top_npv_terms,top_eps_terms
United States. Dept. of the Treasury. - Report to congress on Japanese capital markets and global finance (Book 1995).pdf,Textbooks/Practitioner/Investments/United States. Dept. of the Treasury. - Report to congress on Japanese capital markets and global finance (Book 1995).pdf,United States. Dept. of the Treasury.,Report to congress on Japanese capital markets and global finance,1995,1,23,-0.9167,opportunity cost(1),"book value(14), price-earnings(4), price to book(3), return on equity(1), roe(1)"
"United States. Dept. of the Treasury. - Table showing the accrued interest on a $1,000 United States bond for each day (Book 1915).pdf","Textbooks/Practitioner/Investments/United States. Dept. of the Treasury. - Table showing the accrued interest on a $1,000 United States bond for each day (Book 1915).pdf",United States. Dept. of the Treasury.,"Table showing the accrued interest on a $1,000 United States bond for each day",1915,0,0,0.0,,
United States. Dept. of the Treasury. Office of the Secretary. - Letter from the Secretary of the Treasury to the President of the United States (Book 1924).pdf,Textbooks/Practitioner/Investments/United States. Dept. of the Treasury. Office of the Secretary. - Letter from the Secretary of the Treasury to the President of the United States (Book 1924).pdf,United States. Dept. of the Treasury. Office of the Secretary.,Letter from the Secretary of the Treasury to the President of the United States,1924,1,0,1.0,sml(1),
United States. Presidential Task Force on Market Mechanisms. - Report of the Presidential Task Force on Market Mechanisms (Book 1988).pdf,Textbooks/Practitioner/Investments/United States. Presidential Task Force on Market Mechanisms. - Report of the Presidential Task Force on Market Mechanisms (Book 1988).pdf,United States. Presidential Task Force on Market Mechanisms.,Report of the Presidential Task Force on Market Mechanisms,1988,6,41,-0.7447,"opportunity cost(2), no-arbitrage(2), discounted cash flow(1), expected return(1)","book value(10), price-earnings(9), dividend yield(6), intrinsic value(5), per share(3)"
United States. Securities and Exchange Commission. - Investment trusts and investment companies (Book 1939).pdf,Textbooks/Practitioner/Investments/United States. Securities and Exchange Commission. - Investment trusts and investment companies (Book 1939).pdf,United States. Securities and Exchange Commission.,Investment trusts and investment companies,1939,0,106,-1.0,,"per share(68), par value(26), dilutive/dilution(4), book value(3), intrinsic value(3)"
"United States. Supreme Court. - Bucket-shop decision rendered May 8, 1905 (Book 1905).pdf","Textbooks/Practitioner/Investments/United States. Supreme Court. - Bucket-shop decision rendered May 8, 1905 (Book 1905).pdf",United States. Supreme Court.,"Bucket-shop decision rendered May 8, 1905",1905,0,0,0.0,,
United States. Working Group on Financial Markets - Interim report of the Working Group on Financial Markets (Book 1988).pdf,Textbooks/Practitioner/Investments/United States. Working Group on Financial Markets - Interim report of the Working Group on Financial Markets (Book 1988).pdf,United States. Working Group on Financial Markets,Interim report of the Working Group on Financial Markets,1988,0,0,0.0,,
Uriel H. Crocker - The cause of hard times (Book 1895).pdf,Textbooks/Practitioner/Investments/Uriel H. Crocker - The cause of hard times (Book 1895).pdf,Uriel H. Crocker,The cause of hard times,1895,0,0,0.0,,
Valentine - Popular Investment for All Classes (Book 1877).pdf,Textbooks/Practitioner/Investments/Valentine - Popular Investment for All Classes (Book 1877).pdf,Valentine,Popular Investment for All Classes,1877,0,0,0.0,,
"Valentine, Mennis - Quantitative Techniques for Financial Analysis (Book 1980).pdf","Textbooks/Practitioner/Investments/Valentine, Mennis - Quantitative Techniques for Financial Analysis (Book 1980).pdf","Valentine, Mennis",Quantitative Techniques for Financial Analysis,1980,222,63,0.5579,"present value(56), present worth(23), expected return(22), markowitz(21), efficient frontier(20)","rate of return(21), per share(10), earnings per share(8), price-earnings(8), eps(5)"
Van Antwerp - The Stock Exchange from Within (Book 1918).pdf,Textbooks/Practitioner/Investments/Van Antwerp - The Stock Exchange from Within (Book 1918).pdf,Van Antwerp,The Stock Exchange from Within,1918,2,9,-0.6364,present value(2),"per share(5), par value(3), accretive/accretion(1)"
Van Horne - The Function and Analysis of Capital Market Rates (Book 1970).pdf,Textbooks/Practitioner/Investments/Van Horne - The Function and Analysis of Capital Market Rates (Book 1970).pdf,Van Horne,The Function and Analysis of Capital Market Rates,1970,178,69,0.4413,"risk premium(65), random walk(29), expected return(27), present value(20), opportunity cost(10)","per share(17), rate of return(15), intrinsic value(10), dividend yield(10), par value(6)"
van Oss - American Railroads as Investments (Book 1893).pdf,Textbooks/Practitioner/Investments/van Oss - American Railroads as Investments (Book 1893).pdf,van Oss,American Railroads as Investments,1893,0,42,-1.0,,"par value(14), intrinsic value(7), earning capacity(7), earning power(6), per share(5)"
Van Oss - American Railroads as Investments (Book 1900).pdf,Textbooks/Practitioner/Investments/Van Oss - American Railroads as Investments (Book 1900).pdf,Van Oss,American Railroads as Investments,1900,0,43,-1.0,,"par value(15), intrinsic value(7), earning capacity(7), per share(6), earning power(6)"
Van Riper - Practical Hints for Investors (Book 1926).pdf,Textbooks/Practitioner/Investments/Van Riper - Practical Hints for Investors (Book 1926).pdf,Van Riper,Practical Hints for Investors,1926,0,29,-1.0,,"earning power(26), per share(1), margin of safety(1), par value(1)"
"Van Strum, Kenneth - Forecasting Stock Market Trends (Book 1927).pdf","Textbooks/Practitioner/Investments/Van Strum, Kenneth - Forecasting Stock Market Trends (Book 1927).pdf","Van Strum, Kenneth",Forecasting Stock Market Trends,1927,1,9,-0.8,present value(1),"per share(4), earning power(4), earning capacity(1)"
"Van Strum, Kenneth - How to Make and Keep Stock Market Profits (Book 1930).pdf","Textbooks/Practitioner/Investments/Van Strum, Kenneth - How to Make and Keep Stock Market Profits (Book 1930).pdf","Van Strum, Kenneth",How to Make and Keep Stock Market Profits,1930,0,7,-1.0,,"earning power(4), book value(3)"
W. G. Cordingley - Cordingley's dictionary of stock exchange terms (Book 1901).pdf,Textbooks/Practitioner/Investments/W. G. Cordingley - Cordingley's dictionary of stock exchange terms (Book 1901).pdf,W. G. Cordingley,Cordingley's dictionary of stock exchange terms,1901,0,1,-1.0,,eps(1)
Warren F. Hickernell - Forces which make prices (Book 1921).pdf,Textbooks/Practitioner/Investments/Warren F. Hickernell - Forces which make prices (Book 1921).pdf,Warren F. Hickernell,Forces which make prices,1921,4,8,-0.3333,"discounted value(2), present value(1), present worth(1)","per share(4), book value(2), earnings per share(1), dividend yield(1)"
Weld - The Technique of Speculative Investment (Book 1938).pdf,Textbooks/Practitioner/Investments/Weld - The Technique of Speculative Investment (Book 1938).pdf,Weld,The Technique of Speculative Investment,1938,0,30,-1.0,,"per share(26), par value(4)"
Whitley - Law of Bills Notes and Checks (Book 1917).pdf,Textbooks/Practitioner/Investments/Whitley - Law of Bills Notes and Checks (Book 1917).pdf,Whitley,Law of Bills Notes and Checks,1917,0,6,-1.0,,"roe(5), eps(1)"
Whitten - Valuation of Public Service Corporations (Book 1912).pdf,Textbooks/Practitioner/Investments/Whitten - Valuation of Public Service Corporations (Book 1912).pdf,Whitten,Valuation of Public Service Corporations,1912,213,334,-0.2212,"present value(167), present worth(43), terminal value(2), proposition i(1)","rate of return(245), earning power(24), earning capacity(22), par value(17), book value(10)"
William Elmer Harmon - Capital and labor unified (Book 1911).pdf,Textbooks/Practitioner/Investments/William Elmer Harmon - Capital and labor unified (Book 1911).pdf,William Elmer Harmon,Capital and labor unified,1911,0,12,-1.0,,"earning capacity(7), earning power(2), accretive/accretion(1), intrinsic value(1), par value(1)"
"William Hoyle - Wealth and social progress in relation to thrift, temperance and trade (Book 1887).pdf","Textbooks/Practitioner/Investments/William Hoyle - Wealth and social progress in relation to thrift, temperance and trade (Book 1887).pdf",William Hoyle,"Wealth and social progress in relation to thrift, temperance and trade",1887,0,2,-1.0,,"per share(1), intrinsic value(1)"
"William John Greenwood - American and foreign stock exchange practice, stock and bond trading, and the (Book 1921).pdf","Textbooks/Practitioner/Investments/William John Greenwood - American and foreign stock exchange practice, stock and bond trading, and the (Book 1921).pdf",William John Greenwood,"American and foreign stock exchange practice, stock and bond trading, and the",1921,0,0,0.0,,
William John Greenwood - Foreign stock exchange practice and company laws of all the chief countries of (Book 1911).pdf,Textbooks/Practitioner/Investments/William John Greenwood - Foreign stock exchange practice and company laws of all the chief countries of (Book 1911).pdf,William John Greenwood,Foreign stock exchange practice and company laws of all the chief countries of,1911,0,19,-1.0,,"per share(18), par value(1)"
William Lee Raymond - American And Foreign Investment Bonds (Book 1916).pdf,Textbooks/Practitioner/Investments/William Lee Raymond - American And Foreign Investment Bonds (Book 1916).pdf,William Lee Raymond,American And Foreign Investment Bonds,1916,8,30,-0.5789,present value(8),"rate of return(15), par value(5), return on capital(4), earning capacity(3), intrinsic value(2)"
William M. Grosvenor - American securities (Book 1885).pdf,Textbooks/Practitioner/Investments/William M. Grosvenor - American securities (Book 1885).pdf,William M. Grosvenor,American securities,1885,0,48,-1.0,,"per share(33), par value(8), earning power(7)"
William Parker - The Paris Bourse and French finance (Book 1919).pdf,Textbooks/Practitioner/Investments/William Parker - The Paris Bourse and French finance (Book 1919).pdf,William Parker,The Paris Bourse and French finance,1919,0,0,0.0,,
Williams - Investment Trusts in America (Book 1928).pdf,Textbooks/Practitioner/Investments/Williams - Investment Trusts in America (Book 1928).pdf,Williams,Investment Trusts in America,1928,0,17,-1.0,,"earning power(4), book value(4), margin of safety(3), par value(3), earning capacity(2)"
Williston - Lectures on Commercial Law and Negotiable Instruments (Book 1913).pdf,Textbooks/Practitioner/Investments/Williston - Lectures on Commercial Law and Negotiable Instruments (Book 1913).pdf,Williston,Lectures on Commercial Law and Negotiable Instruments,1913,2,0,1.0,"present value(1), contingent claim(1)",
Williston - Negotiable Instruments (Book 1915).pdf,Textbooks/Practitioner/Investments/Williston - Negotiable Instruments (Book 1915).pdf,Williston,Negotiable Instruments,1915,2,0,1.0,"present value(1), contingent claim(1)",
Wilmot - Inside the Over the Counter Market (Book 1985).pdf,Textbooks/Practitioner/Investments/Wilmot - Inside the Over the Counter Market (Book 1985).pdf,Wilmot,Inside the Over the Counter Market,1985,1,0,1.0,opportunity cost(1),
Wilson - Capital and Investment (Book 1909).pdf,Textbooks/Practitioner/Investments/Wilson - Capital and Investment (Book 1909).pdf,Wilson,Capital and Investment,1909,1,8,-0.7778,present value(1),"per share(5), return on capital(1), accretive/accretion(1), earning power(1)"
Wilson - Corporate Bonds Structures Analysis (Book 1996).pdf,Textbooks/Practitioner/Investments/Wilson - Corporate Bonds Structures Analysis (Book 1996).pdf,Wilson,Corporate Bonds Structures Analysis,1996,90,129,-0.1781,"present value(66), net present value(4), option pricing(4), factor model(3), risk premium(3)","par value(68), per share(19), accretive/accretion(7), rate of return(7), coverage ratio(6)"
Winthrop - Are You a Stockholder (Book 1937).pdf,Textbooks/Practitioner/Investments/Winthrop - Are You a Stockholder (Book 1937).pdf,Winthrop,Are You a Stockholder,1937,1,64,-0.9692,present value(1),"per share(37), book value(18), par value(3), earning power(2), earning capacity(2)"
"Withers, Hartley - Stocks and shares (Book 1910).pdf","Textbooks/Practitioner/Investments/Withers, Hartley - Stocks and shares (Book 1910).pdf","Withers, Hartley",Stocks and shares,1910,1,27,-0.9286,present value(1),"earning power(21), per share(4), book value(1), earning capacity(1)"
"Withers, Hartley - The quicksands of the city and a way through for investors (Book 1930).pdf","Textbooks/Practitioner/Investments/Withers, Hartley - The quicksands of the city and a way through for investors (Book 1930).pdf","Withers, Hartley",The quicksands of the city and a way through for investors,1930,2,31,-0.8788,present value(2),"par value(13), earning power(12), book value(4), earning capacity(2)"
"Wood - The Long-Suffering Shareholder Railroad Directorial Mismanagement, and Governmental Oppression (Book 1889).pdf","Textbooks/Practitioner/Investments/Wood - The Long-Suffering Shareholder Railroad Directorial Mismanagement, and Governmental Oppression (Book 1889).pdf",Wood,"The Long-Suffering Shareholder Railroad Directorial Mismanagement, and Governmental Oppression",1889,0,1,-1.0,,earning capacity(1)
